CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Madison Ciponi,Parliamentary Assistant,2019-04-03,2019-04-03,1,Madison Ciponi
Madison Cox,Manager,2014-07-11,2014-07-11,1,Madison Cox
Madison Gorsche,Parliamentary Affairs Advisor,2018-02-16,2020-11-17,5,Madison Gorsche
Madison Grorsche,"Parliamentary Research Assistant, Senate",2018-06-13,2018-06-13,1,Madison Grorsche
Madison Lavers,Junior Policy Analyst,2023-10-10,2023-10-10,1,Madison Lavers
Madison Mcsweeney,Parliamentary Research Assistant,2022-08-17,2024-10-07,9,"Madison  McSweeney, Madison McSweeney"
Madison Pearson,Staffer,2022-07-11,2022-07-11,1,Madison Pearson
Madison Taipalus,Policy Advisor,2017-08-08,2025-02-19,85,"Madison  Taipalus, Madison  Taipalus , Madison Taipalus, Madison Taipalus , madison taipalus"
Madlyn Jardine,Parliamentary Assistant,2014-02-12,2014-06-17,3,Madlyn Jardine
Madona Radi,Director General,2017-08-29,2025-05-13,38,"Madona  Radi, Madona Radi, Madonna  Radi"
Madonna Buentiempo,Program Officer,2022-09-09,2022-09-09,1,Madonna Buentiempo
Madonna Kent,"Director General, Advocacy and Industrial Benefits",2013-02-18,2014-11-07,3,Madonna Kent
Madrin Macgillivray,Constituency Assistant,2021-02-05,2021-02-05,1,Madrin Macgillivray
Madwa Phanord-cadet,Senior Policy Advisor,2021-02-23,2021-02-23,1,Madwa Phanord-Cadet
Madwa-nika Cadet,Policy Advisor,2021-01-22,2022-02-01,93,"Madwa  Nika Cadet, Madwa-Nika  Cadet , Madwa-Nika Cadet"
Madwa-nika Phanord-cadet,Policy Advisor,2021-01-11,2022-01-17,47,Madwa-Nika Phanord-Cadet
Madzouka Kokolo,Epidemiologist,2022-03-15,2022-03-15,1,Madzouka  Kokolo
Mae Johnson,Director,2017-05-17,2024-05-15,15,"Mae  Johnson, Mae Johnson"
Maeva Proteau,Policy Advisor,2020-12-01,2024-09-23,27,"Maeva  Proteau, Maeva Proteau, Maeve Proteau, Maéva  Proteau, Maéva Proteau"
Maeva ]proteau,"Director, Security, Intelligence and Protocol",2024-03-22,2024-03-22,1,Maeva ]Proteau
Maeve Kelly,Communications Assistant,2021-05-27,2022-12-13,2,Maeve Kelly
Magali Francoeur,Operational Policy Officer,2011-03-29,2011-03-29,1,Magali Francoeur
Magali Stretch,Assistant Director,2023-05-10,2023-05-10,1,Magali Stretch
Margaret Biggs,President,2008-09-02,2016-02-25,93,"Magaret Biggs, Margaret Biggs, Margaret Briggs"
Margaret Buist,Vice President,2011-11-22,2023-03-06,34,"Magaret Buist, Margaret  Buist, Margaret Buist, Margeret Buist"
Magas Yusuf,Special Assistant,2020-07-21,2020-12-14,8,"Magas Yusef, Magas Yusuf"
Magda Hovjacky,"Director General, Long Term Vision and Planning",2024-02-27,2024-02-27,1,Magda Hovjacky
Magda Little,Director,2017-06-27,2025-03-05,97,"Magda Little, magda little"
Magdalena Jagla,Section Manager,2024-05-09,2024-05-09,1,Magdalena Jagla
Magdalena Turk,"Account Manager, Accreditation Services",2019-05-09,2019-05-09,1,Magdalena Turk
Magdi Habib,Director General,2014-11-18,2024-11-22,5,"Dr. Magdi Habib, Magdi Habib"
Maggie Bunbury,Policy Advisor,2023-10-25,2023-10-25,1,Maggie Bunbury
Maggie Crump,Parliamentary Affairs Advisor,2020-04-09,2021-02-22,2,Maggie Crump
Maggie Dehaan,Senior Policy Advisor,2014-10-15,2014-10-15,1,Maggie DeHaan
Maggie Graham,Acting Associate Director,2024-10-30,2024-10-30,1,Maggie Graham
Maggie Julian,Senior Advisor,2017-08-18,2017-08-18,1,Maggie Julian
Maggie Kawalerczak,Program Officer,2023-04-26,2023-04-26,1,Maggie Kawalerczak
Maggie Rego,Senior Advisor,2021-05-05,2025-03-04,3,Maggie Rego
Maggie Saunders,Director,2022-05-26,2022-05-26,1,Maggie Saunders
Maggie Woodley,Program Analyst,2025-04-09,2025-05-06,3,Maggie Woodley
Maha Jawass,"Regional Advisor, Prairies",2024-04-17,2024-04-19,3,Maha Jawass
Maha Spek,Trade Commissioner,2024-12-03,2024-12-03,1,Maha Spek
Maha Suepaul,Manager,2023-09-07,2025-01-09,12,Maha Suepaul
Mahafarid Seddigh,Parliamentary Assistant,2022-05-03,2022-05-03,1,Mahafarid Seddigh
Maham Yousufzhai,Policy Analyst,2024-08-15,2024-08-15,1,Maham Yousufzhai
Mahamat Djalal,Advisor,2021-04-06,2024-03-06,5,"MAHAMAT DJALAL, Mahamat Djalal"
Mahamat-zene Djalal,Regional Advisor for Quebec | Assistant to the Parliamentary Secretary,2021-12-07,2021-12-07,1,Mahamat-Zene Djalal
Mahdi Ellorhaoui,Parliamentary Assistant,2023-02-01,2023-12-14,5,"Mahdi ELLORHAOUI, Mahdi Ellorhaoui"
Maheep Sandhu,Advisor,2022-05-31,2025-02-12,112,"Maheep  Sandhu, Maheep Sadhu, Maheep Sandhu, Maheep Sandhu , Maheep Sandu, Mahpeep Sandhu"
Maher Doleh,Trade Commissioner,2022-04-29,2022-05-11,2,Maher Doleh
Maher Mamhikoff,Director,2016-12-07,2017-03-28,2,Maher Mamhikoff
Mahesh Patel,Special Advisor,2013-04-02,2013-04-02,1,Mahesh Patel
Mahmoud Elshal,Staffer,2023-04-13,2023-04-13,1,Mahmoud Elshal
Mahmud Naqi,Senior Policy Advisor,2022-06-01,2022-06-01,1,Mahmud Naqi
Mahovlich Frank,Senator | Standing Committee Member,2009-04-02,2009-04-02,1,Mahovlich Frank
Mahtab Tait,Director,2022-11-17,2022-11-17,1,Mahtab Tait
Mai Dang,Trade Commissioner,2023-01-30,2023-01-30,1,Mai Dang
Mai Duong,Manager,2024-01-23,2024-01-23,1,Mai Duong
Mai Habib,"Special Assistant, Communications",2017-05-24,2018-04-20,6,Mai Habib
Mai Hoang,Member of Parliament,2012-02-13,2012-02-13,1,Mai Hoang
Maia Jelowicki,Manager,2023-01-20,2023-01-20,1,Maia Jelowicki
Maia Konrad,Senior Policy Advisor,2023-07-26,2023-07-26,1,Maia Konrad
Maia Mckinley,Senior Policy Advisor,2021-04-26,2024-03-22,6,"Maia McKinley, Maia Mckinley"
Maia Welbourne,Assistant Deputy Minister,2014-12-05,2020-01-21,16,"Maia Welbourne, Maïa Welbourne"
Marie-claude Bibeau,"Minister, Agriculture and Agri-Food",2015-11-30,2025-02-13,747,"HON. MARIE-CLAUDE BIBEAU, Hon. Marie Claude Bibeau, Hon. Marie-Claude Bibeau, Honourable Marie-Claude Bibeau, Maire-Claude Bibeau, Marie Claude Bibeau, Marie Claue Bibeau, Marie-Claude  Bibeau, Marie-Claude  Bibeau , Marie-Claude Bibeau, Marie-Claude Bibeau , Marie-Clausse Bibeau, The Hon. Marie-Claude Bibeau, The Honourable Marie-Claude Bibeau, marie-claude Bibeau, marie-claude bibeau"
Mairead Lavery,President and CEO,2019-04-01,2025-01-17,61,"Mairead  Lavery, Mairead  Lavery , Mairead Lavery, Maireed  Lavery, Mariread Lavery"
Mairead Levy,President and CEO,2023-08-03,2023-08-03,1,Mairead  Levy
Maitee Moussa,Senior Administrative Assistant,2023-02-27,2023-02-27,1,Maitee Moussa
Maj Cyr,No output,2008-12-05,2008-12-05,1,Maj Cyr
Maja Djukic,"Director General, Policy",2019-03-28,2024-08-03,19,Maja Djukic
Maja Kostic,Director of Policy,2023-11-02,2025-01-30,56,Maja Kostic
Maja Staka,Press Secretary,2022-06-28,2022-06-28,1,Maja Staka
Maja Strika,Program Advisor,2024-10-25,2024-10-25,1,Maja Strika
Majid Charania,Special Advisor to the Commissioner,2019-07-05,2019-07-05,1,Majid Charania
Majid Jowhari,Member of Parliament,2016-02-03,2024-11-25,353,"MAJID JOWHARI, Majid Jowarhi, Majid Jowhara, Majid Jowhari, Majid Jowhari, M.P., Majiid Jowari, Majit Jowhari, majid Jowhari, majid jowhari"
Majid Sowhari,Member of Parliament,2016-03-10,2016-03-10,1,Majid Sowhari
Major Andre Deschamps,Assistant Chief of Staff,2011-11-24,2011-11-24,1,Major Andre Deschamps
Major General Eric Tremblay,"Commander, CDA",2015-02-24,2015-02-24,1,Major General Eric Tremblay
Major General Jon Vance,"Director of Staff, Strategic Joint Staff",2012-11-27,2012-11-27,1,Major General Jon Vance
Major General Sylvain Menard,"Chief, Fighter Capability",2024-02-27,2024-02-27,1,Major General Sylvain  Ménard 
Major-general Jrs Boivin,"Deputy Commander, Army",2025-02-11,2025-02-11,1,Major-General JRS Boivin
Majumdar Shuvaloy,Policy Advisor,2011-10-19,2011-10-19,1,Majumdar Shuvaloy
Makhan Chowdrey,Manager,2016-08-31,2016-08-31,1,Makhan Chowdrey
Makysmetz Richard,Chief of Staff,2018-03-09,2018-03-09,1,Makysmetz Richard
Mala Khanna,Associate Deputy Minister,2020-12-01,2025-04-22,21,Mala Khanna
Malachy Schwartz,Social Media and Digital Advisor,2023-11-16,2023-11-17,2,Malachy Schwartz
Malaika Bacon-dussault,Legal Counsel,2023-09-21,2023-09-21,1,Malaika Bacon-Dussault
Malaika Collette,Youth Leader,2021-07-14,2021-07-14,1,Malaika Collette
Malcolm Allen,Member of Parliament,2009-02-12,2015-09-30,241,"MALCOLM ALLEN, Malcolm Allan, Malcolm Allen, Malcolm Allen, M.P., Malcolm allen, Malcom Allen, Malcomlm Allen, Melcolm Allen, Mr. Malcolm Allen, M.P., malcolm allen, malcom allen"
Malcolm Brown,Deputy Minister,2008-08-26,2019-04-15,172,"Malcolm Brown, Malcom Brown"
Malcolm Coady,Parliamentary Assistant,2023-05-30,2023-07-21,2,"Malcolm Coady, Malcom Coady"
Malcolm Eales,"Director, Temporary Resident Program Delivery",2011-10-25,2021-08-05,2,Malcolm Eales
Malcolm Edwards,"Senior Engineer, Greening",2016-12-09,2024-11-21,13,"Malcolm Edwards, Malcolm Edwards , Malcom Edwards"
Malcolm Fraser,Director of Communications,2012-04-25,2012-04-25,4,Malcolm Fraser
Malcolm King,Scientific Director,2016-01-25,2016-01-25,1,Malcolm King
Malcolm Maceachern,Atlantic Desk,2020-02-26,2024-05-23,24,Malcolm MacEachern
Malcolm Mceachern,"Senior Regional Advisor, Atlantic",2019-08-13,2024-12-04,119," Malcolm   McEachern, Malcolm McEachern, Malcolm McEachern "
Malcolm Mcewen,"Director, Research and Development",2024-03-26,2024-03-26,1,Malcolm McEwen
Malcolm Mckechnie,Ambassador,2008-11-13,2009-04-20,2,Malcolm McKechnie
Malcolm Montgomery,Executive Assistant,2011-12-20,2012-03-20,3,Malcolm Montgomery
Malcolm Rowe,"Judge, Supreme Court of Canada",2020-05-22,2020-05-22,1,Malcolm Rowe
Malcom Maceachern,"Policy Advisor, Regional",2022-04-01,2022-10-19,2,Malcom MacEachern
Malcom Mceachern,"Deputy Director, Operations",2021-01-28,2024-09-05,2,"Malcom  McEachern , Malcom McEachern"
Malcom Mcewan,Senior Research Officer,2019-05-01,2019-05-01,1,Malcom McEwan
Malette Jade,"Director, Parliamentary Affairs",2023-09-01,2023-09-01,1,Malette Jade
Maley Doug,Assistant Deputy Minister,2008-11-12,2008-11-12,1,Maley Doug
Malia Chenaoui,Policy Advisor,2023-03-30,2025-02-06,62,"Malia   Chenaoui, Malia  Chenaoui, Malia Chenaoui"
Malick Sidibe,"Director, Marine Security Operations",2022-03-07,2022-03-07,1,Malick Sidibe
Malka Silverman,Staffer,2024-02-26,2024-02-26,2,"Malka Silverman, Malka Silverman "
Mallika Nanduri Bhatt,Associate Assistant Deputy Minister,2017-11-30,2025-03-04,4,Mallika Nanduri Bhatt
Mallory Ament,Chief of Staff,2018-12-11,2022-10-17,6,Mallory Ament
Mallory Clyne,Director of Communications,2019-03-20,2019-05-09,3,Mallory Clyne
Maltais Ghislain,Senator,2014-05-30,2018-11-27,2,Maltais Ghislain
Mamadou Ouattara,Trade Commissioner,2024-12-16,2025-03-20,3,"Mamadou Oattara, Mamadou Ouattara"
Manal Bahubeshi,Associate Vice President,2014-12-03,2025-04-22,74,"Manal  Bahubeshi, Manal Bahubeshi"
Manal Sefrani,Manager,2024-09-10,2024-09-10,1,Manal Sefrani
Mandana Alejamshid,Officer,2022-12-23,2022-12-23,1,Mandana Alejamshid
Mandar Avsare,Senior Project Manager,2024-09-06,2024-09-06,1,Mandar Avsare
Mandy Collier,Acting Associate Director,2014-02-26,2015-12-03,2,Mandy Collier
Mandy Sheldrake,"Counsellor, Congressional and International Affairs",2020-02-11,2020-02-11,1,Mandy Sheldrake
Mandy Van Waes,"Special Assistant, Parliamentary Affairs",2014-11-19,2014-11-19,1,Mandy Van Waes
Manel Menouar,Senior Policy Advisor,2018-10-11,2025-03-07,57,"Manel Menouar, Manel Menour"
Manesh Bahubeshi,Associate Vice President,2023-06-09,2023-06-09,1,Manesh Bahubeshi
Mani Deol-fallon,Regional Advisor,2014-08-06,2014-08-06,1,Mani Deol-Fallon
Manik Duggar,Senior Policy Analyst,2021-09-01,2022-01-12,6,Manik Duggar
Maninder Gill,Member of Parliament,2024-01-14,2024-01-14,1,Maninder  Gill
Maninder Sidhu,Member of Parliament,2019-12-20,2025-05-29,94,"Maninder  Sidhu, Maninder Sidhu"
Maninderpal Singh,Senior Engineer,2023-10-04,2023-10-27,3,"Maninderpal  Singh, Maninderpal Singh"
Manish Srivastava,Senior Advisor to the Deputy Minister,2023-09-19,2025-03-07,9,"Manish  Srivastava, Manish Srivastava, Manish Srivastava "
Manisha Mehrotra,Director General,2016-05-30,2024-12-13,11,"Dr. Manisha Mehrotra, Manisha  Mehrotra, Manisha Mehrota, Manisha Mehrotra"
Manjeet Seth,"Executive Director, Pesticide Management Centre",2016-06-14,2016-06-14,1,Manjeet Seth
Manjeet Sethi,Director,2013-02-07,2013-02-07,1,Manjeet Sethi
Manjeet Vinning,Special Assistant,2016-02-26,2018-03-12,8,Manjeet Vinning
Manjit Vinning,Director of Policy,2016-06-09,2016-06-09,1,Manjit Vinning
Mankiran Dulku,"Special Assistant, Operations",2021-06-04,2021-06-04,1,Mankiran Dulku
Manly Paul,Member of Parliament,2019-06-15,2019-06-15,1,Manly Paul
Manmeet Sangha,Economist,2024-01-29,2024-01-29,1,Manmeet Sangha
Manon Bombardier,"Assistant Deputy Minister, PMRA Transformation",2011-11-01,2025-05-29,76,"Manon  Bombardier, Manon Bombardier"
Manon Brassard,Deputy Minister,2010-06-14,2023-05-31,75,"MANON BRASSARD, Manon Brasard, Manon Brassard, manon brassard"
Manon Desjardins,Program Manager,2019-06-02,2019-06-02,1,Manon Desjardins
Manon Diotte,Project Manager,2018-12-18,2018-12-18,2,Manon Diotte
Manon Fillion,Director General,2012-01-16,2012-01-16,1,Manon Fillion
Manon Fleury,Manager,2024-10-03,2024-10-03,1,Manon Fleury
Manon Gaudet,"Advisor, Industrial Technology",2016-01-12,2016-10-24,3,Manon Gaudet
Manon Laliberte,"Special Assistant, Parliamentary Affairs",2009-02-11,2009-04-02,2,Manon Laliberté
Manon Langlois,Procurement Manager,2021-08-30,2021-08-30,3,Manon Langlois
Manon Larocque,"Executive Director, Strategic Policy and Domestic Affairs",2016-11-14,2022-02-09,4,"Manon Larocque, manon Larocque"
Manon Laroque,Director General,2022-11-02,2022-11-02,1,Manon Laroque
Manon Paquet,Director,2022-02-02,2023-06-20,2,Manon Paquet
Manon Pare,Advisor,2017-02-14,2018-09-18,9,Manon Paré
Manon Perreault,Member of Parliament,2011-10-05,2014-03-27,10,"Mannon Perreault, Manon Perreault"
Manon Picard,Policy Officer,2014-06-13,2015-02-02,2,Manon Picard
Marion Pilon-cousineau,"Director, Parliamentary Affairs",2016-03-07,2020-09-01,33,"Manon Pilon-Cousineau, Marion Pilon-Cousineau"
Manon Tonietto,Senior Advisor,2020-05-01,2020-05-01,2,Manon Tonietto
Manon Tremblay,Director of Indigenous Research,2019-09-27,2019-09-27,1,Manon Tremblay
Manraj Khurana,Policy Advisor,2024-03-18,2025-02-11,15,Manraj Khurana
Mantha Stacey,"Director General, National Emergency Strategic Stockpile",2022-11-02,2022-11-02,1,Mantha Stacey
Manu Singh,Executive Director,2025-01-24,2025-01-24,1,Manu Singh
Manual Dussault,Senior Chief,2017-10-19,2017-10-19,1,Manual Dussault
Manuel Bris,Deputy Director,2015-11-24,2015-11-24,1,Manuel Le Bris
Manuel Dussault,"Senior Director, Framework Policy",2014-11-27,2025-04-30,106,Manuel Dussault
Manuel Hackett,"Manager, Strategic Partnerships and Initiatives",2017-07-26,2022-02-24,6,Manuel Hackett
Manuel Hermandez,"Technology Advisor, Codes and Standards",2022-07-05,2022-07-05,1,Manuel Hermandez 
Manuel Tomic,"Advisor, Issues Management and Parliamentary Affairs",2024-10-10,2024-10-10,1,Manuel Tomic
Manuela Tomic,Senior Special Assistant,2024-11-12,2024-11-12,1,Manuela Tomic
Manuelle Oudar,Senator,2024-11-19,2025-05-07,5,Manuelle Oudar
Manusathyan Ashok,Policy Officer,2023-06-07,2023-06-07,1,Manusathyan Ashok
Manvir Shokar,Parliamentary Assistant,2020-10-07,2024-06-10,8,Manvir Shokar
Maquis Haines,"Commander, Canadian Army",2014-07-16,2014-07-16,1,Maquis Haines
Mara Kerry,Program Advisor,2020-09-17,2024-10-08,4,"Mara  Kerry, Mara Kerry"
Marayann Mahichuk,"Minister, Employment, Workplace Development and Labour",2016-11-28,2016-11-28,1,Marayann Mahichuk
Marc Andre Daigle,"Assistant Director, Visitors and Visa Permit Holders",2015-09-09,2015-09-18,2,Marc Andre Daigle
Marc-andre Plouffe,Chief of Staff,2011-06-21,2021-03-02,105,"Marc Andre Plouffe, Marc-Andre Plouffe, Marc-André Plouffe, marc andre plouffe"
Marc Andre Roche,Parliamentary Assistant,2016-05-31,2016-05-31,1,Marc André Roche
Marc Antoine Gnanazan,Consultant,2021-10-12,2021-10-12,1,Marc Antoine Gnanazan
Marc Antoine Renaud,Political Staffer,2018-02-06,2018-02-06,1,Marc Antoine Renaud
Marc Aurele Fortin,Member of Parliament,2015-06-02,2015-06-02,1,Marc Aurele Fortin
Marc Ballard,"Manager, Real Estate",2018-07-31,2018-07-31,9,Marc Ballard
Marc Banzet,Director,2012-03-15,2019-02-22,2,Marc Banzet
Marc Baril,Senior Director,2023-10-23,2025-03-12,2,Marc Baril
Marc Barrette,Program Manager,2020-08-19,2020-08-19,1,Marc Barrette
Marc Bazinet,Director,2012-08-15,2012-08-15,1,Marc Bazinet
Marc Beland,International Development Officer,2015-11-24,2015-11-24,1,Marc Béland
Marc Belisle,"Executive Director, Finance Planning",2011-10-26,2011-10-26,1,Marc Belisle
Marc Berthiaume,Director,2013-07-18,2013-07-18,1,Marc Berthiaume
Marc Bigaouette,"Director, AF Training",2010-04-30,2010-04-30,1,Marc Bigaouette
Marc Bilodeau,Surgeon General,2020-08-05,2023-06-15,9,Marc Bilodeau
Marc Boily,Regional Director,2014-09-25,2014-10-15,8,Marc Boily
Marcel Boivin,"Director, Financial Institutions and Real Property Division",2014-05-08,2018-12-03,3,"Marc Boivin, Marcel Boivin"
Marc Brouillard,Chief Technology Officer,2014-01-31,2025-05-26,116,"Marc  Brouillard, Marc Bouillard, Marc Brouillard, Mark Brouillard, marc  brouillard"
Marc Broullard,Senior Director,2016-10-28,2016-10-28,1,MARC BROULLARD
Marc Cameron,Special Assistant,2008-12-15,2009-08-26,2,"MARC CAMERON, Marc Cameron"
Marc Chamaillard,Director,2011-10-14,2013-10-18,31,Marc Chamaillard
Marc Chenier,Deputy Commissioner and Senior General Counsel,2009-02-17,2025-05-02,9,"Marc Chenier, Marc Chenier , Marc Chénier"
Marc Clemens,Manager,2014-03-04,2022-10-24,10,Marc Clemens
Marc Clouthier,Director General,2022-01-13,2022-01-13,1,Marc  Clouthier
Mark Corey,Assistant Deputy Minister,2008-12-09,2013-06-20,189,"Marc Corey, Mark COrey, Mark Corey, Mark Cory"
Marc Dalton,Member of Parliament,2019-11-25,2025-02-25,68,"Marc Dalton, Mark Dalton"
Marc Demers,Manager,2022-01-27,2024-08-12,5,"Marc  Demers, Marc Demers"
Marc D'iorio,Assistant Deputy Minister,2010-06-09,2025-05-22,141,"Marc  D'Iorio, Marc  D'Lorio, Marc  D'lorio, Marc D'Iorio, Marc D'Lorio, Marc D'iorio, Marc D'lorio, Marc Diorio, Marc D’Iorio, Marc d'Iorio"
