CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Harry Gill,Assistant Commissioner and Agency Security Officer,2016-08-22,2024-10-11,5,Harry Gill
Harry Mcguire,Legislative Assistant,2024-12-05,2025-03-19,3,Harry McGuire
Harry Olbach-miller,Policy and Cabinet Affairs Advisor,2021-11-08,2021-11-08,1,Harry Olbach-Miller
Harry Orbach Miller,Policy Advisor,2023-04-14,2024-02-28,4,"Harry  Orbach Miller, Harry Orbach Miller, Harry Orback-Miller"
Harry Orbach-miller,Policy Advisor and Senior Coordinator,2020-05-11,2024-10-24,286,"Harry  Orbach-Miller, Harry  Orbach-Miller , Harry Orbach-Miller, Harry Orbach-Miller , Harry Orbach-miller"
Hartley Ben,Senior Advisor to the Parliamentary Secretary,2017-05-11,2017-05-11,1,Hartley Ben
Hartley Whitten,Executive Assistant,2022-08-17,2022-08-17,1,Hartley Whitten
Hartley Witten,Exempt Staff,2022-09-20,2024-08-28,3,Hartley Witten
Harun Jasarevic,Parliamentary Assistant,2017-11-02,2021-04-09,5,Harun Jasarevic
Haruna,"Executive Vice Chair | Chief Executive Officer, Naseni",2020-02-13,2020-02-13,1,M.S. Haruna
Harvey Vardy,"Assistant Commissioner, Coast Guard Atlantic Region",2021-03-11,2021-03-11,1,Harvey Vardy
Harvey Wong,Director of Tourism,2011-01-28,2011-12-01,3,Harvey Wong
Harwood Phil,Policy Advisor,2012-09-26,2012-09-26,1,Harwood Phil
Hasan Hutchison,Director General,2009-08-06,2018-08-22,50,"Dr. Hasan Hutchinson, Hasan Hutchinson, Hasan Hutchison, Hasan Huthison"
Haseeb Hassaan,Policy Advisor,2020-09-24,2023-06-22,23,"Haseeb Hassaan, Haseeb Hassan"
Hasina Haq-alam,"Officer, Arbitration",2016-09-27,2016-09-27,1,Hasina Haq-Alam
Hassan Amjoun,Senior Project Engineer,2024-10-30,2024-10-30,1,Hassan Amjoun
Hassan Yussuff,Senator,2021-08-03,2025-06-11,99,"HASSAN YUSSUFF, Hassan Yussuf, Hassan Yussuff"
Hassen Mohammed,Consultant,2023-02-14,2023-02-14,1,hassen Mohammed
Hatem Khouaja,Lead Technical Advisor,2019-08-23,2019-08-23,1,Hatem Khouaja
Hatton Terry,Director General,2023-03-28,2023-03-28,1,Hatton Terry
Hau Sing Tse,Senior Vice President,2010-09-17,2010-10-06,3,Hau Sing Tse
Hauke Harms,"Trade Commissioner, Embassy of Canada",2023-01-30,2023-10-20,2,Hauke Harms
Havelin Anand,Director General,2009-06-15,2009-06-15,2,Havelin Anand
Hawkins Bill,Chief of Staff,2011-08-24,2013-10-28,4,Hawkins Bill
Hawn Laurie,Member of Parliament,2011-11-15,2011-11-15,1,Hawn Laurie
Hayden Gowan,Parliamentary Assistant,2020-11-26,2023-10-05,4,Hayden Gowan
Hayden Moher,Staffer,2016-11-22,2024-01-22,12,Hayden Moher
Hayden Trenholm,Director of Policy,2008-10-30,2016-10-18,3,Hayden Trenholm
Haydon Place,Assistant,2012-06-11,2012-06-11,1,Haydon Place
Hayley Jean Rahman,Trade Commissioner,2017-11-14,2017-11-14,1,Hayley Jean Rahman
Hayley Provost,Junior Advisor,2025-03-26,2025-03-26,1,Hayley Provost
Hayley Quipp,Legislative Assistant,2020-02-27,2023-10-24,4,Hayley Quipp
Heath Lariviere,Director,2024-11-06,2024-11-06,2,"Heath  Lariviere, Heath Lariviere"
Heath Macdonald,Member of Parliament,2021-12-14,2025-06-05,114,"Heath  MacDonald, Heath  MacDonald , Heath  McDonald, Heath MacDonald, Heath Macdonald, Heath Macdonald , Heath McDonald, heath macdonald"
Heather Anderson,Senior Policy Advisor,2009-09-30,2016-03-22,9,Heather Anderson
Heather Arbuckle,"Manager, Horticulture Commodities",2019-09-27,2024-06-07,28,"Heather  Arbuckle, Heather Arbuckle"
Heather Bradley,Director of Communications,2016-08-31,2016-08-31,1,Heather Bradley
Heather Brown,National Manager,2020-06-26,2023-05-31,6,Heather Brown
Heather Bystryk,Trade Commissioner,2012-03-03,2025-03-19,7,Heather Bystryk
Heather Calvert,Policy Advisor,2024-12-12,2024-12-12,1,Heather  Calvert
Heather Cameron,"Director General, Programming",2010-11-02,2013-08-19,3,Heather Cameron
Heather Carriere,"Executive Director, Oversight",2021-12-17,2021-12-29,2,Heather Carriere
Heather Chiasson,Special Assistant,2016-03-24,2018-09-10,12,"Heather Chaisson, Heather Chiasson"
Heather Crowe,Chief of Staff,2024-11-25,2024-11-25,1,Heather Crowe
Heather Cruden,"Minister Counsellor, Development | Head of Aid",2009-06-22,2011-07-19,2,Heather Cruden
Heather Culbert,Director,2020-04-03,2020-05-25,2,Heather Culbert
Heather Cuthbert,Vice Chair,2020-11-12,2020-11-12,1,Heather Cuthbert
Heather Darch,Evaluation Specialist,2016-08-09,2016-09-27,2,Heather Darch
Heather Dauphinee,"Chief of Staff | Executive Advisor, Materiel Group",2008-11-28,2008-11-28,2,Heather Dauphinee
Heather De Santis,Chief of Staff,2018-04-18,2018-10-19,2,Heather De Santis
Heather Deehan,Director,2021-01-06,2025-03-24,5,Heather Deehan
Heather Domerackyj,Press Secretary,2011-01-25,2014-04-29,2,"Heather Domerackyj, Heather Domereckyj"
Heather Dryburgh,Acting Director General,2019-05-08,2019-05-08,1,Heather Dryburgh
Heather Dryden,Senior Policy Advisor,2017-06-13,2017-06-13,1,Heather Dryden
Heather Earle,Manager,2022-11-03,2024-11-05,3,"Heather  Earle, Heather Earle"
Heather Egan,Office Manager and Finance Administrator,2023-10-31,2024-02-15,2,Heather Egan
Heather Elliot,Senior Business Analyst,2024-08-08,2024-08-08,1,Heather  Elliot
Heather Elliott,Senior Advisor to Deputy Minister Champion,2019-11-25,2019-11-25,1,Heather Elliott
Heather Finn,Member of Parliament,2011-11-22,2011-11-22,1,Heather Finn
Heather Foley Melvin,"Director, Regional Affairs",2012-11-02,2015-07-23,13,"Heather Foley Melvin, Heather Foley-Melvin"
Heather Forsyth,Policy Advisor,2018-12-04,2020-02-25,4,Heather Forsyth
Heather Gordon,"Manager, Canadian Water Agency Transition Office",2023-08-10,2023-08-10,2,Heather Gordon
Heather Hall,Associate Director,2011-09-09,2017-07-25,6,Heather Hall
Heather Harpell,Environmental Assessment Specialist,2023-05-30,2023-05-30,1,Heather Harpell
Heather Heather Sheehy,"Associate Assistant Deputy Minister, Strategic Service Policy",2018-07-16,2018-07-16,1,Heather Heather Sheehy
Heather Holland,National Manager,2023-09-14,2023-10-03,2,Heather Holland
Heather Hossle,Director,2024-05-13,2024-05-13,1,Heather Hossle
Heather James,"Chief, Pacific Operations",2009-06-01,2009-06-01,1,Heather James
Heather Jefferey,Associate Deputy Minister,2021-11-05,2021-11-05,1,Heather Jefferey
Heather Jefferies,Director General,2016-09-08,2016-09-08,1,Heather Jefferies
Heather Jeffrey,Assistant Deputy Minister,2012-05-09,2024-04-30,116,"Heather  Jeffrey, Heather  Jeffrey , Heather Jeffrey, Heather Jeffreys"
Heather Kay,Senior Economist,2012-09-07,2013-04-09,3,Heather Kay
Heather Knudsen,Team Leader,2021-08-30,2021-09-29,2,Heather Knudsen
Heather Leclerc,Chief,2017-07-14,2017-07-14,1,Heather Leclerc
Heather Limburg,Epidemiologist,2021-06-24,2021-06-24,1,Heather Limburg
Heather Loth-bown,Vice President,2017-04-13,2017-04-13,1,Heather Loth-Bown
Heather Lunn,Program Officer,2021-01-28,2021-01-28,1,Heather Lunn
Heather Lynch,Manager | Senior Policy Advisor,2021-05-12,2024-04-18,3,Heather Lynch
Heather Macdonald,Advisor,2021-06-30,2022-08-15,4,"Heather  MacDonald, Heather MacDonald, Heather Macdonald"
Heather Maclean,Assistant to the Deputy Minister,2023-04-24,2023-04-24,1,Heather MacLean
Heather Macphail,Regional Executive,2023-03-03,2023-07-28,4,Heather MacPhail
Heather Mcbride,"Acting Deputy Director, Nutrition",2024-05-22,2024-05-22,1,Heather McBride
Heather Mccready,"Director General, Legislative and Regulatory Affairs",2018-05-29,2024-11-06,7,"Heather McCready, Heather Mccready"
Heather Mclean,Assistant Deputy Minister,2019-02-07,2024-07-29,19,"Heather  McLean, Heather  McLean , Heather McLean"
Heather Mcpherson,Member of Parliament,2019-12-09,2025-06-03,368,"Heather  MacPherson, Heather  McPherson, Heather MacPherson, Heather Macpherson, Heather McPherson, Heather McPherson , Heather McPherson,, Heather Mcpherson, Ms Heather McPherson, M.P., heather  mcpherson "
Heather Mcvetty,"Advisor, Telecommunications",2023-08-15,2023-08-15,1,Heather  McVetty 
Heather Meek,Senior Policy Analyst,2020-07-30,2022-03-23,5,Heather Meek
Heather Messera,Congressional Relations Officer,2024-01-09,2024-01-09,1,Heather Messera
Heather Michaud,Assistant Director,2021-04-09,2022-01-24,2,Heather Michaud
Heather Miller,Director,2017-07-28,2017-07-28,1,Heather Miller
Heather Moriarty,Director,2016-02-18,2023-09-26,8,"Heather  Moriarty , Heather Moriarty"
Heather Mustoe,Senior Partnership Lead,2021-09-23,2021-10-18,2,Heather Mustoe
Heather O'mara,Counsel,2021-09-08,2022-08-24,11,"Heather  O'Mara, Heather O'Mara"
Heather Patterson,"Deputy Director, Middle East, Europe and North Africa",2023-02-10,2023-06-14,3,"Heather Patterson, heather patterson"
Heather Pherson,Member of Parliament,2020-02-04,2020-02-04,1,Heather Pherson
Heather Poitras,Elder in Residence,2023-08-31,2023-08-31,1,Heather  Poitras
Heather Porter,Policy Advisor,2018-03-28,2018-05-17,5,Heather Porter
Heather Primeau,Director General,2014-10-01,2014-10-01,1,Heather Primeau
Heather Ryan,Policy and Program Analyst,2018-11-28,2018-11-28,1,Heather Ryan
Heather Shearer,Policy and Program Manager,2022-01-28,2024-11-20,4,Heather Shearer
Heather Sheehy,Associate Assistant Deputy Minister,2018-05-25,2019-09-11,5,Heather Sheehy
Heather Simmons,"Director, Product Assessment and Environmental Assessment Directorate",2020-08-20,2020-08-20,1,Heather Simmons
Heather Smeeton,"First Secretary, Finance Counsellor",2024-04-19,2024-04-19,1,Heather Smeeton
Heather Smith,"Vice President, Operations",2009-06-29,2018-11-06,106,Heather Smith
Heather Spencer,Senior Policy Advisor,2016-01-21,2016-01-21,1,Heather Spencer
Heather Stager,Senior Analyst,2021-07-14,2021-07-14,1,Heather Stager
Heather Throop,Director General,2010-12-07,2010-12-07,1,Heather Throop
Heather Upton-roy,Constituency Assistant,2020-12-10,2020-12-10,1,Heather Upton-Roy
Heather Watson,Senior Program Officer,2020-03-23,2023-04-19,2,Heather Watson
Heather Wood,"Director, International Fisheries Policy",2021-01-07,2024-07-12,5,"Heather Wood, Heather Woods"
Heather Zaleski,Parliamentary Assistant,2023-05-25,2023-05-25,1,Heather Zaleski
Heba Jibril,Parliamentary Assistant,2020-02-18,2022-10-28,6,Heba Jibril
Hector Lopez-negrete,Executive Assistant,2017-08-15,2017-08-15,1,Hector Lopez-Negrete
Hector Vera,Parliamentary Assistant,2014-06-03,2018-05-29,6,Hector Vera
Hedy Church,Member of Parliament,2013-11-05,2013-11-05,1,Hon. Hedy Church
Hedy Fry,Member of Parliament,2009-02-10,2025-03-03,477,"Dr Hedy Fry, Dr. Hedy Fry, HEDY FRY, Heddy Fry, Hedi Fry, Hedy (Dr.) Fry, Hedy Frey, Hedy Fry, Hedy Fry MP, Hedy fry, Hon Hedy Fry, Hon. Dr. Hedy Fry, Hon. Hedy Fry, Honourable Hedy Fry, The Hon. Dr. Hedy Fry, The Hon. Hedy Fry, The Honourable Dr.  Hedy  Fry, P.C., M.P. , The Honourable Dr.  Hedy Fry, The Honourable Dr. Hedy  Fry , The Honourable Dr. Hedy Fry, P.C., M.P., The Honourable Hedy Fry, The Honourable Hedy Fry, P.C., M.P."
Heidi Craswell,Manager | Senior Policy Advisor,2020-06-24,2020-06-24,1,Heidi Craswell
Heidi Ertl,Assistant Director,2023-06-15,2023-06-15,1,Heidi Ertl
Heidi Hofstad,Communications Manager,2015-01-23,2015-01-23,1,Heidi Hofstad
Heidi Hulan,Assistant Deputy Minister,2022-06-06,2024-06-07,13,"Heidi  Hulan, Heidi Hulan"
Heidi Jackson,Executive Director,2018-02-20,2018-02-20,1,Heidi Jackson
Heidy Kirby,Assistant,2020-01-16,2021-02-09,3,"Heidi Kirby, Heidy Kirby"
Heidi Macdonald,Manager,2023-10-25,2023-10-25,1,Heidi MacDonald
Helaine Michaud,Member of Parliament,2013-02-05,2014-02-04,3,"Hélaine Michaud, Hélène Michaud"
Helen Barret,Program Officer,2012-01-25,2012-01-25,1,Helen Barret
Helen Broom,Economist | Advisor,2020-09-22,2023-09-28,5,Helen Broom
Helen Brown,Director General,2010-03-10,2010-03-10,2,Helen Brown
Helen C. Kennedy,Deputy Director General,2010-10-21,2013-05-10,3,Helen C. Kennedy
Helen Cassie,Member's Assistant,2018-01-30,2018-01-30,1,Helen Cassie
Helen Cutts,Vice President,2011-05-13,2016-04-12,34,Helen Cutts
Helen Davies,"Executive Director, British Columbia and Yukon",2022-05-06,2022-05-06,1,Helen Davies
Helen El-koura,Senior Advisor to Assistant Deputy Minister,2021-06-24,2021-06-24,1,Helen El-Koura
Helen Gao,Policy Advisor,2019-02-07,2025-03-12,165,"Helen  Gao, Helen Gao"
Helene Gosselin,"Deputy Minister, Labour",2009-09-29,2016-07-27,29,"Helene Gosselin, Hélèn Gosselin, Hélène Gosselin"
Helen Graham,"Acting Director, Economic Development",2009-03-26,2009-03-26,1,Helen Graham
Helen Harrison,Manager,2024-10-24,2024-10-24,3,Helen Harrison
Helen Joseph,Director,2010-09-14,2013-10-04,10,Helen Joseph
Helen Kennedy,Director General,2009-06-09,2018-04-17,14,"Helen C Kennedy, Helen Kennedy"
Helen Lam,Policy Analyst,2016-05-03,2016-05-03,2,Helen Lam
Helene Laverdiere,Member of Parliament,2011-08-16,2019-05-29,145,"Helen Laverdiere, Helene Lavardiere, Helene Laverdiere, Helene Laverdière, Helene Laveridere, Helene Lavierdere, Hélène Lavenrdiére, Hélène Laverdière, Hélène Laverdière MP"
Helen Levesque,Migratory Birds Regulations Specialist,2010-03-18,2010-03-18,1,Helen Levesque
Helen Mcdonald,Assistant Deputy Minister,2008-09-29,2012-11-14,141,"HELEN MCDONALD, Helem McDonald, Helen MacDonald, Helen McDonald, Helen McDonlad, Helen Mcdonald, Helene McDonald"
Helen Mcelroy,Director General,2009-06-16,2018-10-11,15,Helen McElroy
Helen Nowers,Special Advisor,2019-06-11,2019-06-11,1,Helen Nowers
Helen Ryan,Associate Assistant Deputy Minister,2009-09-09,2023-08-09,175,"Helen Rayn, Helen Ryan, helen ryan"
Helen Smiley,Director General,2010-05-28,2024-12-10,5,"Helen  Smiley , Helen Smiley"
Helen Wong,Senior Supervisor,2015-11-17,2017-03-07,20,Helen Wong
Helena Borges,Associate Deputy Minister,2008-07-02,2017-12-04,166,"Helen Borges, Helena Borges, Helena Borgis"
Helena Botelho,Manager,2020-06-04,2024-12-18,11,"Helena  Botelho, Helena Botelho"
Helena Botelho Botelho,Executive Assistant,2023-06-01,2023-06-01,1,Helena Botelho Botelho
Helena Geurgis,Member of Parliament,2011-02-10,2011-02-10,1,Helena Geurgis
Helena Guergis,Minister of State,2008-07-28,2010-02-28,9,"HELENA GUERGIS, Helena Guergis"
Helena Jaczek,Member of Parliament,2019-12-16,2025-06-12,153,"Dr. Helena Jaczek, Helena Jacek, Helena Jaczek, Helena Jaczyk, Hon. Helena Jaczek, The Hon. Helena  Jaczek "
Helena Kojo,Advance,2021-04-26,2024-09-11,8,"Helena  Kojo, Helena Kojo"
Helena Konanz,Member of Parliament,2025-06-11,2025-06-11,1,Helena Konanz
Helena Olivas-bosquet,Special Advisor,2022-08-11,2022-08-11,1,Helena Olivas-Bosquet
Helene Girard,"Director, Africa, Middle East and Europe",2015-04-20,2015-05-04,2,Hélène Girard
Helene Giroux,Director General,2011-03-01,2013-01-29,8,"Helene Giroux, Hélène Giroux"
Helene Laurendeau,Deputy Minister,2010-11-25,2021-02-18,54,"Helen Laurendeau, Helene Laurendeau, Helene Laurendeaux, Hélène Laurendau, Hélène Laurendeau, Hélène Laurendeau,"
Helene Laverdiere Ndp Foreign Affairs C,Foreign Affairs Critic,2018-02-07,2018-02-07,1,"Hélène Laverdière, NDP Foreign Affairs c"
Helene Leblanc,Member of Parliament,2011-08-16,2015-06-04,152,"Helene LeBlanc, Helene Leblanc, Helene Leblance, Hélene Leblanc, M.P., Hélène LeBlanc, Hélène LeBlanc, M.P., Hélène Leblanc, Ms. Hélène LeBlanc, M.P."
Helene Marquis,"Acting Director General, Ecosystems Management Directorate",2011-11-30,2020-02-28,7,"Helene Marquis, Hélène Marquis"
Helene Payette,Director,2023-03-30,2023-10-30,6,Helene Payette
Helene Pepin,"Advisor, Industrial Technology",2020-09-09,2025-06-05,76,"Helene Pepin, Hélène Pépin"
