raw name,cleaned name,first_appearance,last_appearance,count,title
Teodora Cosac,Teodora Cosac,2016-04-12,2016-04-12,1,"Senior Advisor, Patent Policy Directorate"
Tep Opitz,Ted Opitz,2015-04-29,2015-04-29,1,Member of Parliament
Tera Winter,Tera Winter,2021-11-15,2022-03-10,3,"Senior Policy Advisor, Innovation"
Terance Young,Terence Young,2012-05-29,2012-11-22,2,Member of Parliament
Terasa Parsons,Teresa Parsons,2022-06-15,2022-06-15,1,Director
Tereasa Chudy,Tereasa Chudy,2019-01-09,2019-01-09,1,Economist
Terence H. Young,Terence Young,2014-10-07,2014-10-07,1,Member of Parliament
Terence Hubbard,Terence Hubbard,2013-11-01,2025-04-16,276,Director General
Terence Nelligan,Terence Nelligan,2010-08-19,2010-08-19,1,Research Officer
Terence Scheltema,Terence Scheltema,2008-07-10,2023-08-17,25,Senior Policy Advisor
Terence Stechysin,Terence Stechysin,2022-04-04,2025-02-19,19,Director
Terence Young,Terence Young,2010-09-28,2015-06-25,131,Member of Parliament
Tererence Hubbard,Tererence Hubbard,2017-04-26,2017-04-26,1,Assistant Deputy Minister
Teresa Bach,Teresa Bach,2017-01-30,2017-01-30,1,Director
Teresa Crockett,Teresa Crockett,2021-11-30,2021-11-30,1,Deputy Director
Teresa D' Andrea,Teresa D Andrea,2024-12-17,2024-12-17,1,Assistant Deputy Minister
Teresa D'andrea,Teresa Dandrea,2019-06-25,2025-02-26,17,Assistant Deputy Minister
Teresa De Marco,Teresa De Marco,2017-03-20,2023-03-23,5,Economist
Teresa Durning,Teresa Durning,2020-11-25,2021-02-12,4,Constituency Assistant
Teresa Figueiredo,Teresa Figueiredo,2022-05-19,2022-05-19,1,Policy Intern
Teresa Frick,Teresa Frick,2011-11-02,2019-12-05,2,Director
Teresa Joudrie,Teresa Joudrie,2017-11-02,2017-11-02,1,"Director General, NPMO"
Teresa Leung,Teresa Leung,2022-12-09,2022-12-09,1,Public Health Advisor
Teresa Parsons,Teresa Parsons,2010-11-04,2022-06-15,2,Director
Teresa Stephens,Teresa Stephens,2024-02-13,2024-02-13,1,"Director, Transportation Programs"
Teresa Tam,Theresa Tam,2014-11-18,2018-09-19,6,Chief Public Health Officer
Teresa Trider,Teresa Trider,2016-07-27,2018-04-03,3,Constituency Assistant
Teresa Wu,Teresa Wu,2021-04-09,2021-04-09,1,Outreach Officer
Teressa Laforest,Teressa Laforest,2022-11-25,2022-11-25,1,"Director General, Inspections"
Teri Mcgarry,Teri Mcgarry,2021-05-21,2021-05-21,1,Policy Advisor
Terr Hubbard,Terry Hubbard,2023-11-09,2023-11-09,1,President
Terra Weatherbie,Terra Weatherbie,2020-07-09,2020-07-21,2,Chief of Staff
Terrance Hubbard,Terrance Hubbard,2014-01-29,2023-07-28,12,Director General
Terrance Mcauley,Terrance Mcauley,2010-05-26,2013-06-07,10,Assistant Commissioner
Terrance Oakey,Terrance Oakey,2009-03-11,2009-05-27,4,"Vice President, Federal Government Relations"
Terrance Stratton,Terrance Stratton,2009-03-26,2009-03-26,1,Government Whip in Senate
Terrance Young,Terence Young,2010-10-05,2015-03-26,11,Member of Parliament
